index,target,tags,irrelevant_tags
2164,0,bird | bush | floor | flower | flower bed | garden | grass | gray | green | lush | perch | plant | sit | stand | yellow,floor | garden | green | sit | yellow | stand | flower bed | grass | gray | plant | flower | bush | lush | perch
3197,0,birch tree | bird | bird feeder | branch | food | fungi | green | log | parrot | perch | sit | snow | stand | stump | tree | tree trunk | wood,branch | bird feeder | sit | green | snow | tree | wood | stand | fungi | stump | food | log | birch tree | tree trunk | perch
2137,0,autumn forest | bird | branch | fly | forest | perch | sky | tree | wood,autumn forest | branch | fly | forest | wood | tree | sky | perch
4607,1,beak | bird | boat | crane | flap | fly | food | gull | person | ice | ice floe | iceberg | landing | sea | raft | stone | seabird | vessel | water | wing,iceberg | fly | ice | flap | landing | boat | stone | vessel | person | raft | sea | food | ice floe | water
264,0,bird | bird feeder | floor | food | perch | snow | stand | tree | woodpecker,bird feeder | snow | tree | stand | food | floor | perch
598,0,beak | bird | blanket | fern | floor | forest | lush | parrot | perch | stand | tree | tree trunk | wood | yellow,forest | floor | wood | tree | yellow | stand | blanket | fern | tree trunk | lush | perch
1197,0,bamboo | bamboo forest | beak | bird | flap | flight | fly | stem | tree | yellow,fly | flap | tree | bamboo | yellow | stem | bamboo forest | flight
2223,0,beak | bird | canary | flower | grass | perch | petal | purple | sit | stand | stem | violet | weed | yellow,purple | sit | yellow | stand | grass | stem | weed | petal | violet | flower | perch
4428,1,bird | boat | canoe | floor | gray | gull | hillside | lake | ledge | sea | perch | rail | sit | stand | water | white,lake | white | canoe | boat | sit | ledge | stand | sea | rail | gray | hillside | floor | perch | water
2159,0,bamboo | bamboo forest | beak | bird | green | parrot | perch | stand | stem | tree | woodpecker,green | tree | bamboo | stand | stem | bamboo forest | perch
919,0,beak | bird | floor | path | grass | head | lush | perch | red | stone | stand | tree | white | woodpecker,white | floor | tree | stone | path | grass | stand | red | head | lush | perch
1202,0,beak | bird | catch | hand | green | head | owl | parrot | perch | shirt | shoulder | smile | sparrow | stand | wear | woman,catch | green | shirt | stand | woman | shoulder | hand | smile | head | perch | wear
2873,0,bird | ledge | man | owl | perch | pole | pool | rail | sit | sparrow | stand | water,man | ledge | sit | stand | rail | perch | pole | pool | water
2165,0,balustrade | bird | brown | building | graveyard | pillar | eagle | gazebo | ledge | owl | perch | rail | sit | sparrow | stair | stand,building | pillar | sit | ledge | brown | graveyard | gazebo | rail | stand | stair | balustrade | perch
1654,0,beak | bird | branch | food | gray | perch | pole | sit | stand | tree | yellow,branch | sit | tree | yellow | stand | food | gray | pole | perch
2115,0,bamboo | bamboo forest | floor | flower | forest floor | green | hide | plant | red | snake | stem,snake | green | bamboo | stem | hide | plant | flower | red | bamboo forest | floor | forest floor
2198,0,bamboo forest | bird | brown | floor | path | sparrow | stand | walk,brown | path | stand | walk | bamboo forest | floor
2289,0,beak | bird | branch | forest | hummingbird | parrot | perch | red | sit | tree | tree branch | wood,branch | forest | sit | wood | tree | tree branch | red | perch
4093,1,beak | bird | cliff | coast | flap | fly | food | gull | land | sea | seabird | sign | sky | water | white | wing,coast | land | white | fly | flap | sign | sea | food | cliff | sky | water
4427,1,attach | bird | bird feeder | bird house | bird cage | cage | graveyard | pillar | duck | grave | gravestone | nest | pole | post | stand | stump | tree | tree root | tree trunk,bird feeder | pillar | nest | tree root | cage | tree | graveyard | stand | bird cage | grave | stump | gravestone | post | attach | tree trunk | pole
1221,0,bird | blanket | cloud | cloudy | grass | grassy | green | hill | hillside | ledge | lush | mountain | perch | sit | sky | stand,cloudy | sit | green | grassy | ledge | hill | stand | blanket | cloud | grass | hillside | sky | mountain | lush | perch
3604,0,beak | bird | dragon | drawing | forest | stand | tree | wood | woodpecker,forest | drawing | wood | tree | dragon | stand
2138,0,animal | antler | bird | claw | hand | fly | forest | hummingbird | lush | sculpture | skeleton | tree | wood | woodpecker | zombie,fly | forest | zombie | skeleton | antler | wood | tree | animal | sculpture | claw | lush | hand
720,0,beak | bird | flap | flight | floor | flower | fly | forest | green | hummingbird | lush | nectar | tree | white | wing | wood,white | fly | flight | flap | forest | green | lush | tree | wood | nectar | flower | floor
3037,0,bird | sea | perch | water | wave | woodpecker,sea | wave | perch | water
3891,1,bird | blanket | calm | evergreen | fly | gull | lake | mountain | mountain lake | pine | sky | tree | water,evergreen | lake | fly | calm | tree | blanket | pine | sky | mountain lake | mountain | water
1633,0,bird | black | branch | fly | hang | perch | tree | yellow,branch | fly | hang | tree | yellow | black | perch
2781,0,beak | bird | branch | perch | sit | sky | tree | tree branch | woodpecker,branch | sit | tree | sky | tree branch | perch
4518,1,bird | cage | ledge | sea | perch | pigeon | sit | water | window | window frame | window sill,window frame | sit | ledge | cage | sea | window | window sill | perch | water
2026,0,beak | bird | branch | brown | canary | forest | green | log | parrot | perch | sparrow | stand | stump | tree | tree trunk | wood | yellow,branch | forest | brown | tree | green | wood | yellow | stand | stump | log | tree trunk | perch
3748,1,bird | boardwalk | chair | deck | fly | folding chair | food | gull | lake | landing | rail | stool | tree | white,folding chair | lake | white | fly | chair | landing | boardwalk | tree | deck | rail | food | stool
803,0,bird | blue | bluebird | floor | forest | ledge | log | lush | perch | sit | stand | stump | tree | tree trunk | wood,forest | floor | sit | ledge | tree | wood | blue | stand | stump | log | tree trunk | lush | perch
2218,0,bird | fence | forest | hummingbird | ledge | perch | rail | sit | tree | wood,fence | forest | sit | ledge | tree | wood | rail | perch
479,0,birch | birch tree | bird | brown | forest | grove | perch | sit | sparrow | stand | tree | wood,forest | sit | brown | tree | wood | birch | grove | stand | birch tree | perch
3115,0,bamboo forest | bird | path | forest | perch | railroad | sit | sparrow | stand | track | train track | tree,track | train track | forest | sit | railroad | tree | path | stand | bamboo forest | perch
58,0,area | bird | brown | floor | forest | grass | green | lush | owl | sparrow | stand | tree | wood,forest | floor | brown | tree | green | wood | stand | grass | area | lush
1246,0,bird | branch | brown | forest | night | perch | sit | stand | tree | wood | yellow,branch | forest | sit | brown | tree | wood | night | yellow | stand | perch
1949,0,beak | bird | black | crow | fog | foggy | hillside | perch | raven | stand | tree | vegetation,foggy | fog | tree | stand | black | vegetation | hillside | perch
2325,0,area | bird | black | cement | floor | forest | grass | log | lush | perch | stone | sit | tree | wood,cement | forest | floor | sit | wood | stone | tree | black | area | grass | log | lush | perch
4133,1,beak | bird | creek | gray | gull | ledge | stone | rocky | stand | water | white,white | rocky | ledge | stone | stand | gray | creek | water
850,0,animal | area | beak | bird | brown | floor | forest | lush | stand | tree | tree trunk | wood | yellow,forest | floor | brown | tree | wood | animal | yellow | stand | area | tree trunk | lush
4633,1,beak | bill | bird | couple | duck | seabird | stand | swim | water | water bird,stand | swim | bill | couple | water
4393,1,beach | bird | coast | fly | gull | sea | stone | rock formation | rocky | sand | seabird | shoreline | sky | water | wave | wing,coast | rock formation | fly | rocky | beach | stone | sand | sea | shoreline | sky | wave | water
3570,0,beak | bird | branch | brown | forest | limb | perch | sparrow | stand | tree | twig | wood | yellow,branch | forest | wood | brown | tree | yellow | limb | stand | twig | perch
829,0,bird | floor | green | perch | pond | puddle | reflection | stand | swamp | tree | water | yellow,puddle | floor | green | tree | swamp | yellow | stand | reflection | pond | perch | water
3839,1,bird | duck | gray | gull | lake | ledge | pigeon | pond | stand | water,lake | ledge | stand | gray | pond | water
2678,0,bamboo | bamboo forest | bird | blue | bluebird | floor | perch | stand | stem | vegetation,bamboo | blue | stem | stand | vegetation | bamboo forest | floor | perch
2221,0,bamboo | bamboo forest | bird | black | branch | hide | perch | sit | stand | stem | tree | white,branch | white | sit | tree | bamboo | stand | black | hide | stem | bamboo forest | perch
3550,0,bird | blanket | brown | floor | lake | mountain | stone | rocky | stand | terrain,lake | rocky | terrain | brown | stone | stand | blanket | mountain | floor
4246,1,beak | bird | duck | float | sea | swim | water,swim | sea | float | water
4282,1,bird | boat | dock | fly | gull | landing | sea | stone | seabird | sky | water,fly | landing | dock | boat | stone | sea | sky | water
2705,0,bamboo forest | bird | fly | forest | gray | person | stand | tree | walk,fly | forest | tree | stand | gray | walk | bamboo forest | person
1144,0,beak | bird | cardinal | fly | lake | lush | parrot | perch | plain | pond | puddle | red | sit | sky | stand | swamp | water | wetland,lake | plain | fly | puddle | sit | wetland | lush | swamp | stand | sky | red | pond | perch | water
2283,0,birch | birch tree | bird | blanket | branch | brown | owl | perch | sit | snow | snowy | tree,branch | snowy | sit | brown | snow | tree | birch | blanket | birch tree | perch
897,0,bird | boat | cloud | cloudy | gray | lake | ledge | mountain | perch | sit | stand | water | white,lake | white | cloudy | boat | sit | ledge | stand | cloud | gray | mountain | perch | water
2591,0,bird | blue | bluebird | floor | grass | green | lawn | lush | patch | perch | sit | stand,floor | sit | green | blue | grass | stand | lawn | lush | perch | patch
3477,0,bird | cloudy | sea | perch | stone | rocky | sit | sky | stand | sunset | water | wave,rocky | cloudy | sit | stone | sunset | stand | sea | sky | wave | perch | water
1122,0,autumn forest | bird | floor | forest | perch | sit | stand | stump | tree | tree trunk | wood,autumn forest | forest | sit | wood | tree | stand | stump | tree trunk | floor | perch
3181,0,beak | bird | floor | green | ledge | parrot | perch | sit | stand | stool,sit | ledge | green | stand | stool | floor | perch
2651,0,beak | bird | branch | forest | green | lush | parrot | perch | sit | stand | tree | vegetation,branch | forest | sit | green | tree | stand | vegetation | lush | perch
4350,1,mollymawk | bird | boat | cloudy | float | gull | motorboat | life jacket | sea | raft | sail | sailboat | seabird | stand | vessel | water,float | cloudy | boat | mollymawk | sail | vessel | raft | stand | sea | life jacket | motorboat | sailboat | water
3391,0,bamboo | bamboo forest | bird | black | branch | perch | sit | stand | stem | tree | yellow,branch | sit | tree | bamboo | yellow | stand | black | stem | bamboo forest | perch
3034,0,bamboo forest | beak | bird | branch | brown | leaf | green | perch | plant | sit | stand | stem | twig | vegetation | yellow,branch | leaf | sit | brown | green | yellow | stand | stem | vegetation | twig | plant | bamboo forest | perch
367,0,beak | bird | black | dirt road | dirt track | floor | food | gray | lush | perch | sit | stand | tree | white,white | dirt track | floor | sit | tree | stand | black | food | gray | dirt road | lush | perch
1495,0,bird | flight | floor | fly | forest | owl | stone | sky | swallow | tree | wood,fly | flight | forest | wood | stone | tree | sky | floor
4259,1,bird | dark | floor | forest | gull | pigeon | stand | torch | tree | white | wood,dark | white | forest | wood | tree | stand | torch | floor
1120,0,beak | bird | branch | forest | log | perch | pole | post | sit | stand | stump | tree | tree trunk | wood | yellow,branch | forest | sit | wood | tree | yellow | stand | stump | log | post | tree trunk | pole | perch
3463,0,bird | sea | perch | stand | wave | yellow,yellow | stand | sea | wave | perch
545,0,bamboo forest | beak | bird | creek | brown | floor | puddle | sparrow | stand | water,puddle | brown | creek | stand | bamboo forest | floor | water
4414,1,bird | car | car mirror | car window | dashboard | gull | lake | ledge | sea | rearview mirror | sit | stand | view mirror | water | windshield,lake | car window | sit | ledge | view mirror | windshield | stand | sea | car mirror | car | rearview mirror | dashboard | water
4295,1,beak | bird | black | blanket | branch | floor | gray | perch | sit | snow | snowy | stand | tree | tree branch | twig | white,branch | snowy | white | sit | snow | tree | stand | black | blanket | gray | twig | tree branch | floor | perch
2148,0,beach | girl | person | sea | sand | sky | stand | sunset | surfboard | woman,beach | surfboard | sand | person | stand | sea | woman | sky | girl | sunset
3331,0,area | bird | brown | field | grass | grassy | green | lush | sparrow | stand | tree | walk,brown | tree | grassy | green | stand | grass | area | field | walk | lush
1240,0,area | shed | bin | bird | brown | canopy | enclosure | floor | gazebo | grass | gray | lush | picnic table | shelter | stand | tree,canopy | shed | brown | enclosure | lush | tree | gazebo | grass | area | picnic table | stand | gray | shelter | bin | floor
824,0,bamboo | bamboo forest | bird | brown | perch | sparrow | stand | stem,brown | bamboo | stand | stem | bamboo forest | perch
1389,0,bamboo | bamboo forest | bird | path | forest | gray | perch | stand | walk,forest | bamboo | path | stand | gray | walk | bamboo forest | perch
4279,1,mollymawk | beak | bird | fly | gull | sea | pelican | seabird | sky | sun | water,fly | mollymawk | sun | sea | sky | water
3491,0,bamboo forest | bird | black | branch | cage | perch | red | sit | stand | tree | tree branch,branch | sit | cage | tree | stand | black | tree branch | red | bamboo forest | perch
3523,0,beak | bird | black | calm | lake | log | sea | perch | reflection | stone | rock formation | sit | stand | stump | water | yellow,lake | rock formation | calm | sit | stone | yellow | stand | black | sea | stump | log | reflection | perch | water
343,0,bird | blue | creek | brown | floor | flower | forest | lush | perch | pond | sit | stand | tree | walk | water | wood,floor | forest | sit | brown | tree | wood | creek | pond | blue | stand | walk | flower | lush | perch | water
2499,0,apple tree | beak | bird | bloom | branch | flower | owl | perch | sit | sky | stand | tree | white | yellow,branch | bloom | white | sit | tree | yellow | stand | apple tree | sky | flower | perch
2261,0,bamboo | bamboo forest | bird | black | floor | perch | stone | rocky | sit | stand | tree,rocky | sit | tree | bamboo | stone | stand | black | bamboo forest | floor | perch
709,0,bamboo forest | beak | bird | branch | brush | floor | perch | sit | stand | tree | twig | yellow,branch | sit | tree | yellow | stand | twig | brush | bamboo forest | floor | perch
926,0,bird | blade | couple | dragonfly | grass | insect | perch | reed | sit | stem | twig | weed | yellow,reed | couple | blade | sit | yellow | grass | dragonfly | stem | twig | weed | insect | perch
1880,0,bamboo forest | beak | bird | brown | floor | forest | stand | tree | wood,forest | wood | brown | tree | stand | bamboo forest | floor
2837,0,bird | branch | gray | perch | reed | sit | stand | stem | twig | vegetation,reed | branch | sit | stand | stem | vegetation | gray | twig | perch
1127,0,bamboo | bamboo forest | bird | brown | forest | perch | sit | sparrow | stand | stem | tree,forest | sit | brown | tree | bamboo | stand | stem | bamboo forest | perch
1796,0,beak | bird | brown | grass | gray | perch | plant | pond | reed | sit | sparrow | stand | stem | swamp | vegetation | water | weed,reed | sit | brown | stand | grass | stem | vegetation | gray | weed | plant | swamp | pond | perch | water
1918,0,bird | bloom | branch | cherry blossom | cherry tree | flower | gray | lake | ledge | perch | pond | sit | stand | tree | water,branch | lake | bloom | cherry blossom | sit | ledge | tree | stand | gray | cherry tree | flower | pond | perch | water
4115,1,bird | building | calm | duck | goose | lake | pagoda | palace | pond | reflection | stand | swim | temple | water,lake | building | palace | calm | temple | goose | stand | swim | pagoda | reflection | pond | water
1989,0,bird | black | blue | perch | sign | sit | stand,sign | sit | blue | stand | black | perch
3865,1,beak | bird | gull | lake | ledge | palace | perch | pond | sit | water | woman,lake | palace | sit | ledge | woman | pond | perch | water
3103,0,bamboo forest | bird | catch | hand | man | perch | sit | stand | tree,catch | man | sit | tree | stand | bamboo forest | perch | hand
1877,0,banana tree | bird | black | branch | flower | paradise | perch | plant | sit | stand | stem | tropic | vegetation | white,branch | white | banana tree | tropic | sit | paradise | stand | black | stem | vegetation | plant | flower | perch
165,0,bird | blanket | branch | evergreen | green | ledge | mountain | perch | pine | sit | sky | stand | tree | yellow,branch | evergreen | sit | green | ledge | tree | yellow | stand | blanket | pine | sky | mountain | perch
1185,0,bird | bubble | debris | floor | fly | lake | log | sea | perch | shoreline | sky | water | yellow,lake | fly | yellow | debris | sea | bubble | log | sky | shoreline | floor | perch | water
2972,0,bird | branch | eagle | limb | owl | perch | sit | tree | tree branch,branch | sit | tree | limb | tree branch | perch
929,0,bird | blue | bluebird | flight | fly | hillside | perch | sky | tree | twig,fly | tree | blue | twig | sky | hillside | flight | perch
4503,1,beak | bird | black | branch | cormorant | lake | ledge | nose | perch | sit | stand | tree | water,branch | lake | sit | ledge | tree | nose | stand | black | perch | water
3051,0,bird | calm | eagle | fishing pole | lake | log | owl | parrot | perch | pole | stone | sculpture | sit | stand | stool | stump | sunset | water,lake | calm | fishing pole | sit | stone | sunset | sculpture | stand | stump | log | stool | pole | perch | water
314,0,bamboo forest | bird | blue | bluebird | fern | floor | forest | green | greenery | lush | perch | sit | stand | tree | vegetation | wood,forest | floor | sit | green | tree | wood | blue | stand | greenery | vegetation | fern | bamboo forest | lush | perch
1574,0,bird | boulder | branch | creek | brown | floor | gray | log | perch | stone | sit | stand | tree | tree branch | tree trunk,branch | sit | boulder | brown | stone | tree | creek | stand | log | gray | tree branch | tree trunk | floor | perch
82,0,beak | bird | black | blackbird | crow | grass | perch | reed | stand | swamp | vegetation | weed,reed | stand | black | grass | vegetation | weed | perch | swamp
1166,0,beak | bird | girl | person | perch | pose | stand | woman,pose | stand | woman | girl | perch | person
2101,0,beak | bird | brown | floor | forest | ledge | perch | sparrow | stand | tree | wood | yellow,forest | wood | ledge | brown | tree | yellow | stand | floor | perch
1260,0,bamboo | bamboo forest | bird | branch | brown | ledge | perch | sit | sparrow | stand | stem | tree,branch | sit | brown | bamboo | ledge | tree | stand | stem | bamboo forest | perch
3852,1,mollymawk | beach | bird | gray | gull | sea | palm tree | pigeon | purple | seabird | sky | stand | sunset,mollymawk | beach | stand | sea | gray | sky | purple | palm tree | sunset
3902,1,beak | bird | branch | gray | gull | ledge | perch | pine | sit | stand | tree | tree branch | white,branch | white | sit | ledge | tree | stand | pine | gray | tree branch | perch
901,0,beak | bird | boat | canoe | lake | parrot | perch | plastic | sit | stand | water | yellow,lake | canoe | boat | sit | yellow | plastic | stand | perch | water
1244,0,beak | bird | boulder | branch | creek | brown | forest | green | lush | perch | stone | sit | stand | stream | tree | water,branch | forest | sit | boulder | brown | green | stone | tree | creek | stand | stream | lush | perch | water
1078,0,bird | blue | ledge | sea | perch | rail | sit | stand | water,sit | ledge | blue | sea | rail | stand | perch | water
2402,0,animal | beak | bird | bubble | forest | person | log | man | pine forest | shovel | stand | tree | wood | yellow,forest | man | wood | tree | animal | yellow | stand | shovel | bubble | log | pine forest | person
4617,1,mollymawk | swimwear | beach | bikini top | bird | catch | girl | goggles | sea | seabird | stand | woman,catch | mollymawk | beach | stand | sea | woman | bikini top | goggles | swimwear | girl
2153,0,bamboo forest | bird | blue | bluebird | branch | forest | lush | perch | sit | stand | tree,branch | forest | sit | tree | blue | stand | bamboo forest | lush | perch
214,0,bird | blue | branch | forest | lush | perch | sit | stand | tree | tree branch | tree trunk | white | wood,branch | white | forest | sit | wood | tree | blue | stand | tree branch | tree trunk | lush | perch
4012,1,beak | bird | boat | cargo ship | cruise ship | dock | fly | food | gull | sea | seabird | vessel | water | white,white | fly | dock | cargo ship | boat | vessel | cruise ship | sea | food | water
2044,0,birch tree | bird | forest | grove | tree | tree trunk | wood | woodpecker,forest | wood | tree | grove | tree trunk | birch tree
804,0,bamboo forest | bird | floor | forest | gray | person | perch | stand | tree | walk | wood,forest | wood | tree | stand | gray | walk | bamboo forest | floor | perch | person
3589,0,bamboo forest | beak | bird | blue | green | parrot | perch | sign | sit | stand,sign | green | sit | blue | stand | bamboo forest | perch
582,0,autumn forest | bird | brown | forest | perch | sit | stand | tree | wood | yellow,autumn forest | forest | sit | brown | tree | wood | yellow | stand | perch
862,0,bird | brown | bush | floor | garden | grass | green | lush | perch | sit | stand | tree | yellow,floor | garden | brown | green | sit | tree | yellow | stand | grass | bush | lush | perch
1156,0,beach | bird | boat | brown | chase | coast | sea | sand | shore | shoreline | stand | walk | water | wave,coast | boat | chase | brown | beach | sand | stand | sea | shoreline | walk | shore | wave | water
1967,0,bird | branch | bush | fern | floor | gray | green | greenery | lush | perch | plant | sit | stand | tree | vegetation,branch | floor | fern | sit | green | tree | stand | greenery | vegetation | gray | plant | bush | lush | perch
2517,0,beak | birch tree | bird | bird feeder | bird house | bird nest | branch | nest | perch | sky | stand | tree | wood | woodpecker,branch | bird feeder | nest | wood | tree | stand | birch tree | sky | perch
325,0,bird | branch | green | hide | perch | sit | tree | tree branch | yellow,branch | sit | green | tree | yellow | hide | tree branch | perch
540,0,bird | branch | flight | fly | hang | hummingbird | parrot | sky | tree | tree branch,branch | fly | hang | tree | sky | tree branch | flight
4525,1,beach | beak | bird | black | floor | gull | sea | sand | seabird | shoreline | sky | stand | walk | water | white,white | beach | sand | stand | black | sea | sky | shoreline | walk | floor | water
3634,0,beak | bird | black | canary | cloudy | lake | perch | photo | pond | reflection | sit | sky | stand | water | white | yellow,lake | white | cloudy | sit | photo | yellow | stand | black | sky | reflection | pond | perch | water
279,0,beak | bird | brush | floor | grass | green | ledge | lush | perch | plant | reed | sit | stand | vegetation | yellow,reed | floor | sit | green | ledge | yellow | stand | grass | vegetation | plant | brush | lush | perch
534,0,bird | blue | blue jay | floor | grass | grassy | gray | green | jay | lush | stand | walk,floor | blue jay | green | grassy | blue | grass | stand | gray | walk | lush
1542,0,bird | branch | creek | bug | grasshopper | gray | green | hang | insect | perch | river | sit | tree | water,branch | bug | river | hang | grasshopper | sit | green | tree | creek | gray | insect | perch | water
3500,0,beak | bird | branch | gray | limb | perch | sit | stand | tree | tree branch | yellow,branch | sit | tree | yellow | limb | stand | gray | tree branch | perch
642,0,bamboo forest | bird | black | branch | forest | limb | perch | sit | stand | stem | tree | tree branch | wood | yellow,branch | forest | sit | wood | tree | yellow | limb | stand | black | stem | tree branch | bamboo forest | perch
1687,0,bamboo | bamboo forest | beak | bird | floor | forest | stand | stem | tree | wood | woodpecker,forest | wood | tree | bamboo | stand | stem | bamboo forest | floor
4534,1,autumn forest | bamboo forest | bird | blue | forest | stand | tree,autumn forest | forest | tree | blue | stand | bamboo forest
2974,0,bamboo | bamboo forest | bird | blue | path | forest | perch | tree,forest | tree | bamboo | path | blue | bamboo forest | perch
4486,1,beach | beak | bird | coast | gull | sea | sand | seabird | stand | white,coast | white | beach | sand | stand | sea
296,0,bamboo | bamboo forest | beak | bird | black | branch | crow | eagle | forest | perch | raven | sit | stand | stem | tree,branch | forest | sit | tree | bamboo | stand | black | stem | bamboo forest | perch
1614,0,bird | black | branch | greenery | lush | perch | plant | red | sit | stand | stem | vegetation | yellow,branch | sit | yellow | stand | black | greenery | stem | vegetation | plant | red | lush | perch
3661,0,area | beak | bird | branch | floor | forest | green | lush | parrot | perch | sit | stand | tree | wood,branch | forest | floor | sit | green | tree | wood | stand | area | lush | perch
4346,1,area | beak | bird | black | brown | forest | grass | head | neck | stand | swamp | tree | wood,forest | wood | brown | tree | stand | black | area | grass | neck | head | swamp
4622,1,beak | bird | calm | duck | evergreen | flap | fly | lake | sky | tree | water,evergreen | lake | fly | flap | calm | tree | sky | water
2336,0,bird | branch | brown | gray | green | limb | lush | perch | sit | sparrow | stand | tree | tree branch | vegetation,branch | sit | green | tree | brown | limb | stand | vegetation | gray | tree branch | lush | perch
2150,0,bird | brown | catch | hug | person | man | perch | shoulder | stand,catch | man | brown | stand | shoulder | hug | perch | person
3229,0,area | beak | bird | brown | floor | grass | grassy | green | lush | park | park bench | stand | tree | walk,floor | brown | tree | grassy | green | stand | grass | area | park bench | walk | park | lush
2070,0,bamboo forest | beak | bird | floor | perch | stone | stand | yellow,stone | yellow | stand | bamboo forest | floor | perch
2408,0,bird | brown | brush | floor | grass | green | lush | palm tree | rice field | stand | swamp | tail | vegetation | walk,rice field | floor | green | brown | tail | stand | grass | vegetation | walk | brush | palm tree | lush | swamp
3958,1,boat | dock | duck | flower | lake | red | sit | vessel | water | waterway,lake | dock | boat | sit | vessel | waterway | flower | red | water
779,0,bird | branch | brown | bush | hide | perch | sit | stand | tree | tree branch | yellow,branch | sit | brown | tree | yellow | bush | stand | hide | tree branch | perch
3890,1,animal | beak | bird | black | fin | float | nose | sea | penguin | pool | raft | swim | tail | toy | water | wetsuit | whale,float | fin | whale | wetsuit | nose | animal | tail | raft | swim | black | sea | toy | pool | water
4062,1,bamboo forest | beak | duck | food | path | forest | mallard | mallard duck | stand | stool | wood,forest | wood | path | mallard | stand | food | stool | bamboo forest
941,0,bird | branch | canopy | ceiling | conservatory | glass house | palm tree | perch | pole | sit | tree | tropic,branch | canopy | ceiling | conservatory | glass house | sit | tropic | tree | palm tree | pole | perch
120,0,bamboo | bamboo forest | bird | black | branch | brown | perch | sit | stand | stem,branch | sit | brown | bamboo | stand | black | stem | bamboo forest | perch
2255,0,bird | branch | lush | owl | perch | sit | stare | tree | tree branch | twig,branch | sit | tree | stare | twig | tree branch | lush | perch
1247,0,animal | bird | blue | branch | deer | parrot | perch | sit | stand | tree | tree branch | twig,branch | deer | sit | tree | animal | blue | stand | twig | tree branch | perch
3116,0,bird | eagle | field | floor | fly | grass | grassy | lush | pigeon | sculpture | sky | stand | tree,fly | floor | tree | grassy | sculpture | stand | grass | field | sky | lush
2146,0,bird | branch | brown | bush | grass | green | greenery | lush | perch | sit | stand | tree | vegetation,branch | sit | brown | tree | green | stand | grass | greenery | vegetation | bush | lush | perch
4748,1,beak | bird | black | cliff | desert | floor | gull | ledge | perch | stone | sand | sit | stand | terrain | white,white | sit | ledge | stone | terrain | sand | stand | black | cliff | desert | floor | perch
1092,0,attach | bait | bass | bird | catch | fish | fishing | fishing pole | hook | perch | pole | water | yellow,catch | fishing | fishing pole | hook | yellow | fish | bass | attach | bait | pole | perch | water
1881,0,beak | bird | black | branch | floor | forest | perch | snow | stand | tree | wood | yellow,branch | forest | wood | snow | tree | yellow | stand | black | floor | perch
4656,1,mollymawk | beak | bird | gull | lake | pond | puddle | reflection | seabird | stand | swamp | tree | water | white,lake | white | puddle | mollymawk | tree | stand | reflection | pond | swamp | water
1204,0,beak | bird | branch | creek | brown | bush | green | ledge | lush | perch | pond | sparrow | stand | tree | vegetation | water,branch | ledge | brown | green | tree | pond | creek | stand | vegetation | bush | lush | perch | water
3509,0,bird | black | blanket | floor | forest | gray | ledge | log | perch | stone | sit | stand | stump | tree | tree trunk | wood,forest | sit | ledge | tree | stone | wood | stand | black | blanket | stump | log | gray | tree trunk | floor | perch
572,0,animal | bird | branch | limb | log | panda | perch | red | red panda | sit | stand | tree | tree branch | tree trunk,branch | sit | tree | animal | limb | red panda | stand | log | tree branch | red | tree trunk | panda | perch
4236,1,beak | bird | couple | duck | green | lake | sea | stone | sit | stand | water | water bird,lake | sit | green | stone | stand | sea | couple | water
2031,0,animal | area | bird | brown | deer | donkey | fawn | floor | grass | grassy | graze | lush | mule | stand | tree,deer | floor | brown | grassy | donkey | animal | tree | stand | grass | area | mule | graze | fawn | lush
2507,0,beak | bird | brown | grass | green | hide | lush | sit | sparrow | stand | vegetation | weed | yellow,sit | brown | green | yellow | stand | grass | hide | vegetation | weed | lush
1351,0,beach | beak | bird | hummingbird | sea | red | stone | shore | shoreline | stand | water,beach | stone | stand | sea | shoreline | shore | red | water
4017,1,bird | boat | deck | dock | duck | ledge | mallard duck | sea | pelican | rail | ramp | stand | vessel | water,dock | boat | ledge | vessel | deck | ramp | sea | rail | stand | water
1354,0,bird | branch | brown | green | hide | ledge | lush | perch | plant | sit | stand | tree | tree trunk | vegetation,branch | sit | green | ledge | brown | tree | stand | hide | vegetation | plant | tree trunk | lush | perch
772,0,bamboo forest | bird | blue | bluebird | branch | green | parrot | perch | sit | tree,branch | sit | green | tree | blue | bamboo forest | perch
476,0,beak | bird | blue | brown | floor | flower | forest | forest floor | log | stand | stump | tree | wood | woodland,forest | woodland | wood | brown | tree | blue | stand | stump | log | flower | floor | forest floor
3501,0,binocular | boardwalk | business suit | cocktail dress | dock | dress | girl | lake | man | stand | water | wear | woman,lake | cocktail dress | boardwalk | dock | man | stand | woman | business suit | binocular | water | dress | girl | wear
3792,1,bird | boardwalk | dock | floor | gull | person | sea | photo | seabird | sit | stand | water | white,white | boardwalk | dock | sit | photo | person | stand | sea | floor | water
1360,0,bamboo | bamboo forest | bird | brown | forest | ledge | perch | sit | stand | tree,forest | sit | brown | bamboo | ledge | tree | stand | bamboo forest | perch
1589,0,bird | black | creek | floor | perch | pond | puddle | stand | swamp | tree | water | wood | yellow,puddle | wood | tree | creek | yellow | pond | stand | black | swamp | floor | perch | water
3884,1,beak | bird | black | crane | flight | fly | lake | landing | lush | pelican | pond | stork | swallow | water | water bird | wing,lake | fly | flight | landing | pond | black | lush | water
